name,date,lang,dur,genre,direc,act,c_rate,u_rate,desc,poster
The Mortal Instruments: City of Bones,"30 Aug, 2013",['English'],2 hrs 10 mins, Fantasy Action Horror,Harald Zwart,"['Lily Collins', 'Jamie Campbell Bower', 'Robert Sheehan']",3,2.5,"If you fancy action-fantasies like Underworld, Twilight, Abraham Lincoln: Vampire Hunter and Hansel and Gretel: Witch Hunters, you might like this one.","https://static.toiimg.com/thumb/msid-61238602,width-219,height-317,imgsize-33537/61238602.jpg"
We're the Millers,"30 Aug, 2013",['English'],1 hr 50 mins,Comedy,Rawson Marshall Thurber,"['Jennifer Aniston', 'Jason Sudeikis', 'Will Poulter']",3.5,3,"We're the Millers is a predictable but funny road trip movie that's loaded with sexual expletives. In spite of the occasional silliness, it does make you laugh.","https://static.toiimg.com/thumb/msid-61240480,width-219,height-317,imgsize-152032/61240480.jpg"
The Frozen Ground,"30 Aug, 2013",['English'],1 hr 42 mins,Thriller,Scott Walker,"['Nicolas Cage', 'John Cusack', 'Vanessa Hudgens']",3.5,3.2,The film does navigate through familiar serial killer-thriller checkpoints but the screenplay does pack in some clever tricks.,"https://static.toiimg.com/thumb/msid-61240601,width-219,height-317,imgsize-31205/61240601.jpg"
Jobs,"16 Aug, 2013",['English'],2 hrs 8 mins, Biography Drama,Ashton KutcherActor,"['Dermot Mulroney', 'Josh Gad', 'Lukas Haas']",2.5,2.5,,"https://static.toiimg.com/thumb/msid-61239826,width-219,height-317,imgsize-54937/61239826.jpg"
Planes 3D,"23 Aug, 2013",['English'],1 hr 32 mins,Animation,Klay Hall,"['Stacy Keach', 'Carlos Alazraqui', 'Priyanka Chopra']",2.5,2.4,"Planes has its share of fun moments but is underwhelming, especially when compared to the kind of animation films that are being made today.","https://static.toiimg.com/thumb/msid-61914123,width-219,height-317/61914123.jpg"
Kick-Ass 2,"23 Aug, 2013",[],Comedy,,,,3.5,2.6,,"https://static.toiimg.com/thumb/msid-61914123,width-219,height-317/61914123.jpg"
R.I.P.D.,"02 Aug, 2013",['English'],1 hr 36 mins,Adventure,Robert Schwentke,"['Jeff Bridges', 'Ryan Reynolds', 'Kevin Bacon']",2.5,2.1,"It is an inert, roughly-scripted movie. Despite some zippy camera work and the occasional time-slice photography, it's surprising how plain this big budget ($130 million) film looks.","https://static.toiimg.com/thumb/msid-61914123,width-219,height-317/61914123.jpg"
The Conjuring,"02 Aug, 2013","['English', 'Tamil', 'Telugu']",1 hr 53 mins,Horror,James Wan,"['Vera Farmiga', 'Patrick Wilson', 'Lili Taylor']",3.5,3.4,"Director James Wan pulls all the right strings to create an atmosphere so tense and unnerving that if evil spirits feed on your fear, so does the film.","https://static.toiimg.com/thumb/msid-61914123,width-219,height-317/61914123.jpg"
The Smurfs 2,"02 Aug, 2013","['Hindi', 'English']",1 hr 45 mins, Action Animation,Raja Gosnell,"['John Oliver', 'Anton Yelchin', 'George Lopez']",2.5,2.5,"All said and done however, while there is nothing disagreeable about this movie, there's nothing very remarkable about it either.","https://static.toiimg.com/thumb/msid-61914123,width-219,height-317/61914123.jpg"
Zambezia,"02 Aug, 2013",['English'],1 hr 23 mins,Animation,Wayne Thornley,"['Abigail Breslin', 'Jeff Goldblum', 'Samuel L. Jackson']",2.5,2.4,,"https://static.toiimg.com/thumb/msid-61240775,width-219,height-317,imgsize-51495/61240775.jpg"
The Wolverine,"26 Jul, 2013","['Hindi', 'English', 'Tamil', 'Telugu']",2 hrs 17 mins,Adventure,James Mangold,"['Hugh Jackman', 'Will Yun Lee', 'Svetlana Khodchenkova']",4,3.2,"What this film also offers is soul, pathos and a pretty good look at the multifaceted character that is The Wolverine.","https://static.toiimg.com/thumb/msid-61238783,width-219,height-317,imgsize-44771/61238783.jpg"
Turbo,"19 Jul, 2013",['English'],1 hr 36 mins,Animation,David Soren,"['Ryan Reynolds', 'Paul Giamatti', 'Michael Pena']",3,2.8,,"https://static.toiimg.com/thumb/msid-61239967,width-219,height-317,imgsize-140549/61239967.jpg"
Red 2,"19 Jul, 2013",['English'],1 hr 56 mins,Action,Dean Parisot,"['Bruce Willis', 'John Malkovich', 'Anthony Hopkins']",3.5,3,,"https://static.toiimg.com/thumb/msid-61914123,width-219,height-317/61914123.jpg"
White House Down,"19 Jul, 2013","['Hindi', 'English', 'Tamil']",2 hrs 11 mins,Action,Roland Emmerich,"['Channing Tatum', 'Jamie Foxx', 'Maggie Gyllenhaal']",3,2.6,"The film has its share of unconvincing moments but if 'One-man-saving-the-world' is your thing and if over-the-top, escapist action is what you seek, White House Down delivers all of that.","https://static.toiimg.com/thumb/msid-61238543,width-219,height-317,imgsize-43091/61238543.jpg"
Pacific Rim,"12 Jul, 2013","['Hindi', 'English', 'Tamil', 'Telugu']",2 hrs 11 mins,Action,Guillermo Del Toro,"['Charlie Hunnam', 'Idris Elba', 'Charlie Day']",3.5,3.2,"Visuals will have to be this film's calling card because the ballast that holds it back is generic acting, monster film clichés and a sparse script.","https://static.toiimg.com/thumb/msid-62484840,width-219,height-317,imgsize-142849/62484840.jpg"
The Iceman,"05 Jul, 2013",['English'],1 hr 45 mins,Crime,Michael ShannonActor,"['Winona Ryder', 'Ray Liotta', 'Chris Evans']",3,2.5,"The film fails to dramatise the character (The Iceman) in order to evoke an audience reaction, which is what is usually expected from crime thrillers.","https://static.toiimg.com/thumb/msid-61240311,width-219,height-317,imgsize-54293/61240311.jpg"
Despicable Me 2,"03 Jul, 2013",['English'],1 hr 39 mins,Animation,Pierre Coffin,"['Kristen Wiig', 'Benjamin Bratt', 'Russell Brand']",3.5,3.5,"More than anything else, the story has a heart. With the world getting cynical by the day, the film provides that much needed sense of goodness.","https://static.toiimg.com/thumb/msid-61240148,width-219,height-317,imgsize-13543/61240148.jpg"
The Lone Ranger,"05 Jul, 2013","['Hindi', 'English', 'Tamil', 'Telugu']",2 hrs 29 mins,Action,Gore Verbinski,"['Johnny Depp', 'Armie Hammer', 'Helena Bonham Carter']",3.5,3.2,"An 'origin tale', the visuals show great attention to detail and Depp's Tonto is, without a doubt, the best thing about this movie.","https://static.toiimg.com/thumb/msid-61914123,width-219,height-317/61914123.jpg"
Hummingbird,"28 Jun, 2013",['English'],1 hr 40 mins,Action,Steven Knight,"['Jason Statham', 'Vicky McClure', 'Benedict Wong']",3.5,3.2,"Statham's stony visage tries to emote, often successfully. If this film marks a new direction for Statham's career, he's on the right track.","https://static.toiimg.com/thumb/msid-61240213,width-219,height-317,imgsize-115739/61240213.jpg"
The Heat,"28 Jun, 2013",['English'],2 hrs 1 mins,Comedy,Paul Feig,"['Sandra Bullock', 'Melissa McCarthy', 'Marlon Wayans']",3,2.4,,"https://static.toiimg.com/thumb/msid-61238876,width-219,height-317,imgsize-39980/61238876.jpg"
Monsters University 3D,"21 Jun, 2013",['English'],1 hr 50 mins,Animation,Dan Scanlon,"['Billy Crystal', 'John Goodman', 'Helen Mirren']",3.5,3.1,It's not a bad film. Far from that. It is actually quite enjoyable when watched for its own merits and with the entire family. It's endearing in parts.,"https://static.toiimg.com/thumb/msid-61239952,width-219,height-317,imgsize-24776/61239952.jpg"
World War Z,"21 Jun, 2013","['Hindi', 'English', 'Tamil', 'Telugu']",1 hr 55 mins,Thriller,Marc Forster,"['Brad Pitt', 'Mireille Enos', 'Daniella Kertesz']",3.5,3.1,"If you are a fan of the genre and extreme destruction and survival get your adrenaline flowing, this one’s highly engaging. Be prepared to play hide-and-seek with the terrifying undead creatures.","https://static.toiimg.com/thumb/msid-61238745,width-219,height-317,imgsize-34764/61238745.jpg"
Man of Steel,"14 Jun, 2013","['Hindi', 'English', 'Tamil', 'Telugu']",2 hrs 23 mins,Action,Zack Snyder,"['Henry Cavill', 'Amy Adams', 'Michael Shannon']",4,3.7,"A hugely impressive and entertaining story of arguably the most powerful character in the superhero pantheon, it’s clear that the Man of Steel is here to stay.","https://static.toiimg.com/thumb/msid-62471474,width-219,height-317,imgsize-44906/62471474.jpg"
After Earth,"07 Jun, 2013","['Hindi', 'English', 'Tamil', 'Telugu']",1 hr 40 mins,Sci-Fi,M. Night Shyamalan,"['Jaden Smith', 'Will Smith', 'Sophie Okonedo']",2.5,2.6,The film suffers from a lack of ambition. After Earth aims for interstellar overdrive but barely manages to take off.,"https://static.toiimg.com/thumb/msid-61914123,width-219,height-317/61914123.jpg"
Now You See Me,"07 Jun, 2013",['English'],1 hr 56 mins,Thriller,Louis Leterrier,"['Jesse Eisenberg', 'Mark Ruffalo', 'Woody Harrelson']",3,3.1,,"https://static.toiimg.com/thumb/msid-61914123,width-219,height-317/61914123.jpg"
Cinderella 3D,"31 May, 2013",['English'],1 hr 21 mins,Animation,Pascal Herold,"['Yolande Moreau', 'Alexandra Lamy', 'Isabelle Nanty']",2,2.1,"While creative adaptations to fairytales are all very well, this one is just too much of an aggregation of parts that does not make up a wholesome whole.","https://static.toiimg.com/thumb/msid-61237275,width-219,height-317,imgsize-48952/61237275.jpg"
The Hangover Part III,"31 May, 2013",['English'],2 hrs 1 mins,Comedy,Bradley CooperActor,"['Ed Helms', 'Zach Galifianakis', 'Justin Bartha']",3,2.9,"While the film is undoubtedly better than the previous instalment, it's not an out-and-out comedy as one would expect it to be.","https://static.toiimg.com/thumb/msid-61239848,width-219,height-317,imgsize-36727/61239848.jpg"
Fast & Furious 6,"24 May, 2013","['Hindi', 'English', 'Tamil', 'Telugu']",2 hrs 11 mins,Action,Justin Lin,"['vin diesel', 'Gina Carano', 'Jordana Brewster']",3,3.5,,"https://static.toiimg.com/thumb/msid-61914123,width-219,height-317/61914123.jpg"
The Great Gatsby,"17 May, 2013",['English'],2 hrs 24 mins,Drama,Baz Luhrmann,"['Leonardo DiCaprio', 'Tobey Maguire', 'Carey Mulligan']",3.5,3.1,,"https://static.toiimg.com/thumb/msid-61238859,width-219,height-317,imgsize-53770/61238859.jpg"
Epic,"17 May, 2013","['Hindi', 'English', 'Tamil']",1 hr 43 mins,Animation,Chris Wedge,"['Josh Hutcherson', 'Amanda Seyfried', 'Colin Farrell']",3,2.7,"It's sometimes slapstick, sometimes emotional, and funny at times. All in all though, the ambitiously-titled Epic is in fact anything but epic.","https://static.toiimg.com/thumb/msid-61238460,width-219,height-317,imgsize-208480/61238460.jpg"
The Reluctant Fundamentalist,"17 May, 2013","['Hindi', 'English']",2 hrs 12 mins,Thriller,Mira Nair,"['Riz Ahmed', 'Kate Hudson', 'Liev Schreiber']",3,2.6,,"https://static.toiimg.com/thumb/msid-61914123,width-219,height-317/61914123.jpg"
Star Trek Into Darkness,"10 May, 2013",['English'],2 hrs 11 mins,Sci-Fi,J.J. Abrams,"['Benedict Cumberbatch', 'Chris Pine', 'Zachary Quinto']",4,3.6,"The film will grab you from the opening shot and not let go. Despite a running time of over two hours, you won't feel as though you've been watching for that long because there's not a wasted second.","https://static.toiimg.com/thumb/msid-61238758,width-219,height-317,imgsize-33158/61238758.jpg"
Mud,"03 May, 2013",['English'],2 hrs 10 mins,Drama,Jeff Nichols,"['Matthew McConaughey', 'Reese Witherspoon', 'Tye Sheridan']",3.5,3.1,"A coming-of-age story with more than a few moments of menace, the film's languid pace matches the humid atmosphere of the Mississippi delta setting. The visuals are great, with a tinge of surrealism.","https://static.toiimg.com/thumb/msid-61240164,width-219,height-317,imgsize-112796/61240164.jpg"
Iron Man 3,"26 Apr, 2013","['Hindi', 'English', 'Tamil', 'Telugu']",2 hrs 10 mins,Sci-Fi,Shane Black,"['Gwyneth Paltrow', 'Guy Pearce', 'Ben Kingsley']",4.5,3.7,Iron Man 3 is every bit the superhero blockbuster you'd expect it to be. Just do not leave the theatre once the closing credits start rolling!,"https://static.toiimg.com/thumb/msid-61238387,width-219,height-317,imgsize-140771/61238387.jpg"
The Croods,"19 Apr, 2013",['English'],1 hr 33 mins,Animation,Chris Sanders,"['Nicolas Cage', 'Catherine Keener', 'Emma Stone']",3.5,3.2,,"https://static.toiimg.com/thumb/msid-61239798,width-219,height-317,imgsize-150535/61239798.jpg"
Scary Movie 5,"19 Apr, 2013",['English'],1 hr 25 mins,Comedy,Malcolm D. Lee,"['Ashley Tisdale', 'Lindsay Lohan', 'Charlie Sheen']",2,2,,"https://static.toiimg.com/thumb/msid-61914123,width-219,height-317/61914123.jpg"
The Host,"19 Apr, 2013",['English'],2 hrs 5 mins,Romance,Andrew Niccol,"['Saoirse Ronan', 'Diane Kruger', 'Max Irons']",2.5,1.9,"After romancing vampires and werewolves in the ‘Twilight Saga’, Stephenie Meyer brings ‘aliens’ to the forefront. However, everything else stays constant…love triangle, white makeup, coloured contact lenses, fast cars and most importantly, humans who fall for non-human species!","https://static.toiimg.com/thumb/msid-61238612,width-219,height-317,imgsize-37840/61238612.jpg"
Oblivion,"12 Apr, 2013",['English'],2 hrs 5 mins,Sci-Fi,Joseph Kosinski,"['Tom Cruise', 'Andrea Riseborough', 'Olga Kurylenko']",3.5,3.1,Oblivion is primarily a great visual experience. The mystifying sombreness of a post-apocalyptic earth has been captured brilliantly.,"https://static.toiimg.com/thumb/msid-61914123,width-219,height-317/61914123.jpg"
The Place Beyond the Pines,"12 Apr, 2013",['English'],2 hrs 30 mins,Drama,Derek Cianfrance,"['Ryan Gosling', 'Eva Mendes', 'Bradley Cooper']",4,3.7,"Three films cohesively segued into one, the narrative's complexity never once becomes overwrought. However, you will not like this film if you don't like dramatic movies about inter-connected lives.","https://static.toiimg.com/thumb/msid-61239883,width-219,height-317,imgsize-32889/61239883.jpg"
Jurassic Park 3D,"05 Apr, 2013","['Hindi', 'English']",2 hrs 6 mins,Adventure,Steven Spielberg,"['Sam Neill', 'Laura Dern', 'Jeff Goldblum']",3.5,3.2,,"https://static.toiimg.com/thumb/msid-61238901,width-219,height-317,imgsize-41427/61238901.jpg"
The Call,"05 Apr, 2013",['English'],1 hr 34 mins,Thriller,Brad Anderson,"['Halle Berry', 'Abigail Breslin', 'Morris Chestnut']",3,2.7,,"https://static.toiimg.com/thumb/msid-61239868,width-219,height-317,imgsize-6846/61239868.jpg"
G. I. Joe: Retaliation,"28 Mar, 2013","['Hindi', 'English', 'Tamil', 'Telugu', 'Marathi']",1 hr 55 mins,Action,Jon M. Chu,"['dwayne johnson', 'Ray Stevenson', 'Arnold Vosloo']",3,3.2,,"https://static.toiimg.com/thumb/msid-61238866,width-219,height-317,imgsize-43107/61238866.jpg"
Django Unchained,"22 Mar, 2013","['Hindi', 'English']",2 hrs 45 mins,Drama,Quentin Tarantino,"['Jamie Foxx', 'Christoph Waltz', 'Leonardo DiCaprio']",4,3.6,The trouble begins with the abundance of characters that make their poorly fleshed out appearances and exits with no reason or rhyme attributed to their existence.,"https://static.toiimg.com/thumb/msid-62471454,width-219,height-317,imgsize-73758/62471454.jpg"
Olympus Has Fallen,"22 Mar, 2013","['Hindi', 'English']",1 hr 59 mins,Action,Antoine Fuqua,"['Gerard Butler', 'Aaron Eckhart', 'Morgan Freeman']",3,3,,"https://static.toiimg.com/thumb/msid-61240036,width-219,height-317,imgsize-197467/61240036.jpg"
Texas Chainsaw 3D,"15 Mar, 2013","['Hindi', 'English', 'Tamil']",1 hr 33 mins,Horror,Alexandra DaddarioActor,,2.5,2.1,"For those who seek cheap thrills, the typical slasher ingredients are in place. But avoid, if you can't stand graphic violence.","https://static.toiimg.com/thumb/msid-61914123,width-219,height-317/61914123.jpg"
The Master,"15 Mar, 2013",['English'],2 hrs 17 mins,Drama,Paul Thomas Anderson,"['Joaquin Phoenix', 'Philip Seymour Hoffman', 'Amy Adams']",3.5,2.8,This film is almost like a vehicle for Phoenix and Hoffman’s acting skills because both their performances are very engaging.,"https://static.toiimg.com/thumb/msid-61914123,width-219,height-317/61914123.jpg"
The Incredible Burt Wonderstone,"15 Mar, 2013",['English'],1 hr 40 mins,Comedy,Steve CarellActor,"['Steve Buscemi', 'Jim Carrey', 'Olivia Wilde']",3,2.4,"For a comedy, it's a little underwhelming. The magic tricks are more shock, less awe. Not as incredible or magical as one would expect. Could do a lot better.","https://static.toiimg.com/thumb/msid-61914123,width-219,height-317/61914123.jpg"
Snitch,"22 Feb, 2013","['Hindi', 'English', 'Tamil']",1 hr 55 mins,Action,Ric Roman Waugh,"['dwayne johnson', 'Susan Sarandon', 'Barry Pepper']",3,2.8,,"https://static.toiimg.com/thumb/msid-61914123,width-219,height-317/61914123.jpg"
21 & Over,"01 Mar, 2013",['English'],1 hr 32 mins,Comedy,Jon Lucas,"['Miles Teller', 'Justin Chon', 'Skylar Astin']",1.5,1.7,,"https://static.toiimg.com/thumb/msid-61239924,width-219,height-317,imgsize-38319/61239924.jpg"
Oz the Great and Powerful,"08 Mar, 2013","['English', 'Tamil']",2 hrs 10 mins, Fantasy Adventure Family,Sam Raimi,"['James Franco', 'Michelle Williams', 'Mila Kunis']",3.5,3.1,"The film strongly resembles Tim Burton's Alice In Wonderland. If you fancied that one, you'd definitely love Raimi's feel-good pre-boot of the classic.","https://static.toiimg.com/thumb/msid-61238725,width-219,height-317,imgsize-48578/61238725.jpg"
Jack the Giant Slayer,"01 Mar, 2013","['Hindi', 'English', 'Tamil', 'Telugu']",2 hrs 0 mins, Fantasy Adventure,Bryan Singer,"['Nicholas Hoult', 'Eleanor Tomlinson', 'Ewan McGregor']",2.5,2.4,The film is painfully predictable and the romance awfully sweet. An elongated tug-of-war scene between the humans and giants does not qualify for an epic battle scene and that's the biggest drawback.,"https://static.toiimg.com/thumb/msid-61914123,width-219,height-317/61914123.jpg"
Silver Linings Playbook,"21 Feb, 2013",['English'],2 hrs 2 mins,Drama,Bradley CooperActor,"['Jennifer Lawrence', 'Robert De Niro', 'Chris Tucker']",4,3.2,"There are tiny quibbles - it could've had a tangent less - but at the end, you're left with pure silver lining and no cloud.","https://static.toiimg.com/thumb/msid-61239943,width-219,height-317,imgsize-43411/61239943.jpg"
A Good Day To Die Hard,"22 Feb, 2013","['Hindi', 'English', 'Tamil', 'Telugu', 'Punjabi']",1 hr 23 mins,Action,John Moore,,2.5,2.5,"The film is a carnival of mindless action, which may appeal to the action junkies, provided you don't expect 'practicality'. The action scenes are not convincing enough to keep you engaged.","https://static.toiimg.com/thumb/msid-61238636,width-219,height-317,imgsize-149642/61238636.jpg"
Zero Dark Thirty,"14 Feb, 2013","['Hindi', 'English']",2 hrs 40 mins,Drama,Kathryn Bigelow,"['Jessica Chastain', 'Jason Clarke', 'Kyle Chandler']",4,3.4,,"https://static.toiimg.com/thumb/msid-62471621,width-219,height-317,imgsize-39719/62471621.jpg"
Lincoln,"08 Feb, 2013",['English'],2 hrs 30 mins,Drama,Steven Spielberg,"['Sally Field', 'Tommy Lee Jones', 'Daniel Day Lewis']",3.5,3.2,"Its first half's slow, the second quicker but deep-set in American minutiae. Still, as one of its senators finally roars, ""God damn it - I'm voting yes.""","https://static.toiimg.com/thumb/msid-62484866,width-219,height-317,imgsize-42461/62484866.jpg"
Mama,"08 Feb, 2013",[],Horror,,,,3.5,2.9,,"https://static.toiimg.com/thumb/msid-61914123,width-219,height-317/61914123.jpg"
Parker,"01 Feb, 2013","['Hindi', 'English', 'Tamil']",2 hrs 38 mins, Thriller Crime,Taylor Hackford,"['Jason Statham', 'Michael Chiklis', 'Jennifer Lopez']",2.5,2.4,"It is tiring to sit through the entirety of this film (two hours too long), annoying to have to put up with an uneven pace and a seriously imbalanced quality of cast.","https://static.toiimg.com/thumb/msid-62484995,width-219,height-317,imgsize-64937/62484995.jpg"
Midnight's Children,"01 Feb, 2013",['English'],2 hrs 28 mins,Drama,Deepa Mehta,"['Siddharth', 'Shriya Saran', 'Rajat Kapoor']",2.5,2.5,"Straight away, Midnight's Children is a love-letter to India. The film takes a difficult novel and mostly does well, producing celluloid that wraps around you like a jamevar shawl.","https://static.toiimg.com/thumb/msid-61238442,width-219,height-317,imgsize-53709/61238442.jpg"
Bullet to the Head,"01 Feb, 2013","['English', 'Tamil']",1 hr 31 mins, Action Thriller Crime,Sylvester StalloneActor,,3,2.7,,"https://static.toiimg.com/thumb/msid-61914123,width-219,height-317/61914123.jpg"
Hansel and Gretel: Witch Hunters,"01 Feb, 2013",['English'],1 hr 32 mins, Action Horror Fantasy,Jeremy RennerActor,"['Gemma Arterton', 'Famke Janssen', 'Peter Stormare']",2.5,2.5,Bond girl Gemma Arterton and 'Hawkeye' Jeremy Renner play siblings who hunt down and kill witches in this classic fairy-tale with a twist.,"https://static.toiimg.com/thumb/msid-61914123,width-219,height-317/61914123.jpg"
Les Miserables,"11 Jan, 2013",['English'],2 hrs 38 mins, Drama History Musical,Tom Hooper,"['Hugh Jackman', 'Helena Bonham Carter', 'Sacha Baron Cohen']",4,3.2,"To truly enjoy this film, be patient (the length IS an issue), persevere (in spite of the sing-song dialogue) and prevail (the film's actually not as tedious as you'd expect a it to be).","https://static.toiimg.com/thumb/msid-61238803,width-219,height-317,imgsize-73095/61238803.jpg"
Broken City,"18 Jan, 2013",['English'],1 hr 49 mins,Drama,Mark WahlbergActor,,2.5,2.1,Broken City had the potential to be this dark crime thriller as it involves dangerous secret investigation and murder. The inclusion of politics makes it pale and predictable.,"https://static.toiimg.com/thumb/msid-61238451,width-219,height-317,imgsize-27659/61238451.jpg"
The Last Stand,"18 Jan, 2013",['English'],1 hr 57 mins,Action,Jee Woon Kim,"['arnold schwarzenegger', 'Forest Whitaker', 'Johnny Knoxville']",3,2.7,,"https://static.toiimg.com/thumb/msid-61238713,width-219,height-317,imgsize-45943/61238713.jpg"
Gangster Squad,"11 Jan, 2013",['English'],1 hr 53 mins,Action,Ruben Fleischer,"['Josh Brolin', 'Sean Penn', 'Ryan Gosling']",3.5,2.4,"If you like to witness the battle of good versus evil, mafia and mayhem, Gangster Squad has enough fire, guns and bullets to keep you engaged!","https://static.toiimg.com/thumb/msid-61238671,width-219,height-317,imgsize-34003/61238671.jpg"
Universal Soldier: Day of Reckoning,"04 Jan, 2013","['Hindi', 'English', 'Tamil']",1 hr 49 mins,Action,Dolph LundgrenActor,,2,1.9,"With at least some scenes that make you cringe over sheer brutality, this film is meant only for those Van Damme fans. One wishes this film had more bite and less bark and growl.","https://static.toiimg.com/thumb/msid-61914123,width-219,height-317/61914123.jpg"
CZ12,"28 Dec, 2012","['Hindi', 'English', 'Tamil', 'Telugu']",2 hrs 14 mins,Action,"Jackie Chan, Actor",,3,2.6,"Recommended solely for those who enjoy Chan's unique brand of humour-laden action with light doses of preachiness and drama, this one could be better, so much better.","https://static.toiimg.com/thumb/msid-61238643,width-219,height-317,imgsize-44948/61238643.jpg"
The Impossible,"04 Jan, 2013",['English'],1 hr 52 mins,Drama,Ewan McGregorActor,,3.5,3.2,The movie gets a bit heavy-handed at times but it can be reasoned that this is Bayona's attempt at telling the story as realistically and graphically as possible.,"https://static.toiimg.com/thumb/msid-61238653,width-219,height-317,imgsize-39343/61238653.jpg"
Jack Reacher,"28 Dec, 2012",['English'],2 hrs 11 mins,Thriller,Christopher McQuarrie,"['Tom Cruise', 'Rosamund Pike', 'Richard Jenkins']",3,2.9,"The film is more of a cerebral drama than a fast-paced, modern action flick. The suspense is satisfying and so is Cruise's 'true to character' performance.","https://static.toiimg.com/thumb/msid-61238680,width-219,height-317,imgsize-36924/61238680.jpg"
Rise Of The Guardians,"21 Dec, 2012",['English'],1 hr 33 mins,Animation,Peter Ramsey,"['Chris Pine', 'Hugh Jackman', 'Alec Baldwin']",3.5,2.9,"The film has a message but is not preachy, showing how we should never stop believing in good, no matter what the odds. The film will appeal to all age groups.","https://static.toiimg.com/thumb/msid-61238478,width-219,height-317,imgsize-52814/61238478.jpg"
The Collection,"14 Dec, 2012",['English'],1 hr 22 mins,Horror,Josh StewartActor,,3,2.3,"If you get queasy at the sight of spilled guts and grey matter, shredded skin and severed body parts, you're probably better off this film. But if you are a fan of the genre, it is worth a watch.","https://static.toiimg.com/thumb/msid-61238417,width-219,height-317,imgsize-36156/61238417.jpg"
Red Dawn,"30 Nov, 2012","['Hindi', 'English', 'Tamil']",1 hr 33 mins,Action,Chris HemsworthActor,"['Josh Peck', 'Josh Hutcherson', 'Adrianne Palicki']",2,1.8,The film is unintentionally funny and this very aspect entertains you the most unfortunately! The film is not slow or dull but it is way too immature for you to like it.,"https://static.toiimg.com/thumb/msid-61914123,width-219,height-317/61914123.jpg"
The Hobbit: An Unexpected Journey,"14 Dec, 2012",['English'],2 hrs 50 mins,Adventure,Peter Jackson,"['Ian McKellen', 'Martin Freeman', 'Richard Armitage']",4,3.5,"The only issue could be the running time - almost three hours long. But for a subject of this scale, it's completely justified. Good for the entire family.","https://static.toiimg.com/thumb/msid-61238577,width-219,height-317,imgsize-40733/61238577.jpg"
Playing for Keeps,"07 Dec, 2012",['English'],1 hr 48 mins, Comedy Romance,Gerard ButlerActor,"['Jessica Biel', 'Dennis Quaid', 'Uma Thurman']",2.5,2.1,,"https://static.toiimg.com/thumb/msid-61914123,width-219,height-317/61914123.jpg"
Hotel Transylvania 3D,"07 Dec, 2012",['English'],1 hr 31 mins,Animation,Genndy Tartakovsky,"['Adam Sandler', 'Andy Samberg', 'Selena Gomez']",3.5,2.9,,"https://static.toiimg.com/thumb/msid-61238097,width-219,height-317,imgsize-52367/61238097.jpg"
Life of Pi,"23 Nov, 2012","['Hindi', 'English', 'Tamil', 'Telugu']",2 hrs 8 mins,Adventure,Ang Lee,"['Suraj Sharma', 'Irrfan Khan', 'Tabu']",4,3.7,"Ang Lee interweaves adventure and spirituality brilliantly. And if you still don't know what meditation feels like, Watch Life of Pi, it is therapeutic and profound.","https://static.toiimg.com/thumb/msid-62471258,width-219,height-317,imgsize-71413/62471258.jpg"
The Twilight Saga: Breaking Dawn - Part 2,"23 Nov, 2012",['English'],1 hr 40 mins,Action,Bill Condon,"['Kristen Stewart', 'Robert Pattinson', 'Taylor Lautner']",3,2.7,,"https://static.toiimg.com/thumb/msid-61238333,width-219,height-317,imgsize-35715/61238333.jpg"
Wreck-It Ralph,"02 Nov, 2012",['English'],1 hr 48 mins,Animation,Rich Moore,"['Sarah Silverman', 'Jane Lynch', 'Jack McBrayer']",4,3.1,"The film is remarkable in that it takes you on a multi-generational gaming trip, sparking off an aching nostalgia for all things retro while keeping true to its real story.","https://static.toiimg.com/thumb/msid-61238512,width-219,height-317,imgsize-49241/61238512.jpg"
Top Cat,"09 Nov, 2012","['Hindi', 'English']",1 hr 30 mins,Animation,Melissa DisneyActor,,2,2,"As a film for children, this one is avoidable as it would only be a bore due to its length and lack of genuinely good humour.","https://static.toiimg.com/thumb/msid-61238524,width-219,height-317,imgsize-58378/61238524.jpg"
Chasing Mavericks,"26 Oct, 2012",['English'],1 hr 55 mins, Drama Sport,Gerard ButlerActor,"['Jonny Weston', 'Elisabeth Shue', 'Abigail Spencer']",3,2.3,"Chasing Mavericks is a good watch, purely for the subject and not the treatment. It’s an inspiring tale with huge potential of making a mark as a biopic.","https://static.toiimg.com/thumb/msid-61914123,width-219,height-317/61914123.jpg"
Stolen,"09 Nov, 2012","['Hindi', 'English', 'Tamil']",1 hr 36 mins,Action,Simon West,"['Nicolas Cage', 'Josh Lucas', 'Malin Akerman']",2.5,2,"Stolen is one of those films where, ten minutes in, you can pretty accurately predict how things will pan out. There aren’t many surprises here.","https://static.toiimg.com/thumb/msid-61238407,width-219,height-317,imgsize-47289/61238407.jpg"
Trouble With The Curve,"02 Nov, 2012",['English'],1 hr 51 mins,Drama,Robert Lorenz,"['Clint Eastwood', 'Amy Adams', 'Justin Timberlake']",3,2.4,"No significant events happen in the film, it’s about how you deal with situations when life happens to you. It’s a simple story, brilliantly told.","https://static.toiimg.com/thumb/msid-61914123,width-219,height-317/61914123.jpg"
